ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Class,amount,channel,country_txn,user_id,event_ts,merchant_id
MOCK_000000,0.08249430428370294,-0.46441841495421887,0.05051506297463688,0.6862308196812632,-1.7567905055789348,1.6844316011395088,-0.4578428392637714,-0.5964200946055478,-1.046967562282426,0.9317920227947954,0.6749804835796053,1.2444412018021018,0.893087422223549,0.26300494250388173,0.3285178485491658,0.9352436940748697,-0.8776129932016701,-0.045896088384906907,0.38187174018524606,-0.4525389743558061,0.7216648816031227,-0.352163407261974,0.6727970245601584,0.14062329423111608,0.4625606830102463,-1.517652914697029,-0.8602975472358647,1.3445687754236237,0.1780863208373457,-0.08131828582894615,0,24.52,online,HIGH_RISK,USR_036,2025-02-02T16:34:57,MCH_19
MOCK_000001,0.9637007435398013,0.75088890808779,-0.04675860564980492,-0.643080890023055,1.9609348272303055,0.6907204522007118,-1.5720551113395729,0.8394654686138405,0.7684780126028523,0.8139178064320656,-0.4038948527558442,1.4713312495086985,-0.7479994142725985,1.2111356659667678,0.2925864625244613,1.6973388960009517,-0.38861182630650476,0.6964239620595107,0.8448315672196677,-0.3237606768277027,0.011252212431259331,-0.41460281169501345,0.4782432854350103,0.6885447680138461,-0.2916560026263127,0.34593559550816555,-0.5818853204042347,-0.521098861111765,-1.9225868559971118,-1.1740422436525357,0,282.85,app,KR,USR_013,2025-01-31T06:34:09,MCH_08
MOCK_000002,-0.6739337199262667,0.10818275749495308,1.5203299926202478,0.26904155090402615,0.09136096601792293,0.34790108103223616,-1.4014884317660834,0.04838005872038516,-0.8681139918656,-0.5737205802424988,2.036301117437624,1.8473727967541151,0.9771522953659267,0.543007430953947,0.5035986246294768,-0.965118862301999,-1.2554508744429693,0.33471993219360385,-0.4471932429602081,-0.7767197364921657,-0.08032239925586591,-0.07247309911058455,0.1892233430503906,-0.7395996786002964,0.017307909715080432,-1.2393075674663567,1.2268322908637828,1.519203680454561,-1.1043989801464928,0.427307314303465,0,87.75,online,XX,USR_008,2025-01-31T18:12:33,MCH_17
MOCK_000003,-0.22097442119104255,0.11371542572807476,0.06285244344475456,1.1930882065047852,0.5532716597450533,-0.8685173899176807,0.080181498861998,-0.01756261021500492,-0.7982291043424057,0.20433811797656493,-0.0227893422461982,1.3592740135166907,-0.18787240672424627,0.44099290783818174,-2.2478703435200544,-1.6776106800597885,0.3272304519258087,0.12904907466544088,0.9088191909442948,-1.1522425892487587,-0.2848192560217445,-2.4923775375131645,-0.8365971034135913,-0.4333366357309742,-0.09690122373654823,-0.5547818918592373,0.9541040611095484,-1.4478160675388965,-1.2830970120909861,0.4603569742486016,0,6.43,app,US,USR_003,2025-02-12T09:02:19,MCH_05
MOCK_000004,-0.3791110582799781,1.3365512350612998,0.6891221265155556,0.33266478425463064,-1.7140859351609357,-0.6176098299871197,0.2679857705631532,-0.6438451519832749,0.282144611996768,0.2992914933158716,-0.8312527414381952,-1.1137179549520708,0.9674956125203282,0.048326692082967776,0.054981913362553585,0.9614374745814446,1.7332064743008904,-2.8093513712385425,1.4545978005022215,0.9981535214504031,-0.2957688369678857,1.1796497985623742,-0.08349803949622348,1.5971166915680992,1.1393047948258046,0.4124624540952251,-0.6225250898685816,0.08737433241861474,-0.8755125888327283,-0.7019905990641314,0,7.39,offline,KR,USR_001,2025-03-15T16:58:00,MCH_19
MOCK_000005,0.17978929181921188,-0.12809958264070767,-0.6672409113606272,1.6490850741974294,-0.5532711651922944,-0.029043489191550653,-0.002521013035267041,-2.1906398900935846,2.616367072131033,-0.576037114211326,0.7383597339743386,-2.150466560227412,-0.16778707492909012,-1.6388292942399676,-0.5076704835848836,1.26550102913369,0.7811644041517763,0.6199586693141202,0.5007319087500999,-1.7551246715052657,-1.1395125531247101,0.546002705146465,1.3595335230510617,0.454624965255219,0.5690950337951728,0.5451201630301229,0.6985272521930914,0.48090261373226645,-1.1053212212854298,0.9728047939878561,0,18.84,online,KR,USR_018,2025-03-14T07:20:03,MCH_09
MOCK_000006,-0.9018011940588503,-1.4690889475072144,0.12879168416443929,-1.3339942524266533,-1.0816332859647115,0.10176729739061306,-0.8224350044825067,-0.8896274010967564,0.455907128156873,1.1103907592334268,0.7310893055581689,0.8983072502683203,-1.4831765724138763,0.6540635742377227,-0.013031121769306698,-0.7168441579606296,-0.30173109124264946,-0.3825615877848825,-1.0489907328214272,-1.9498243038154193,0.37042264732081953,0.2559244137362894,1.3296450931246544,1.1394941236925689,0.18493780066614643,0.8509535992723561,1.5387743367444906,-0.6947899262380501,-0.26244370809270195,0.26983054889583985,0,100.22,online,KR,USR_028,2025-02-12T22:30:03,MCH_09
MOCK_000007,-1.3582490776030909,-1.0840985956159908,0.6612512743893048,-0.43087797230723546,0.4531951624560732,-0.1146102717957628,1.2341099081587472,0.27451118205949626,0.13319664843919923,-0.27696227386773986,-1.0243603519203888,-1.5477663345965869,2.667341336544985,0.3151470595597514,1.0298744873788546,-0.8841897743744551,0.4701230061095244,0.381848546415644,-0.8641217159633715,2.0180541910199876,1.492376087034972,-0.16053115860295825,1.1175111038811083,1.1862975352552152,0.5910591660034069,0.5411890837543263,0.14587330428678436,0.010899614666058148,-1.4343704870693252,-0.4250083981331064,0,1.43,offline,KR,USR_028,2025-03-19T17:43:54,MCH_16
MOCK_000008,0.46592644513289805,-0.2472689805042551,1.1057827099104818,0.10071685113584257,-0.8349252381008445,-1.2487463483728576,-0.9250005002960514,-0.03480181222900226,-0.21331152270579018,-2.7195318181707417,0.5425531439425854,1.5928260112569925,-0.693920123971139,0.4650770952796966,-0.771810745062247,1.3021434738064075,-0.7977235401933993,-0.17895944131037533,1.439411817748525,0.9362634568814385,-0.3153499432078392,1.2363026966287392,0.6402748677715171,1.0645632133884022,1.536452639818918,1.6336059305253188,-0.8880955744080746,-0.8327492890623415,0.5293786427430572,-0.2991588946986248,0,18.71,app,JP,USR_017,2025-03-19T00:27:38,MCH_06
MOCK_000009,-3.1488238096343726,0.9760241583067434,-1.2648111989929973,-0.2954963029247099,-0.6831484758247456,-0.34967232753373423,0.6248848013679544,-1.8094025163137668,-0.3145435887720812,-1.5363360041298515,-0.33479804898458837,0.264047830218337,0.9697172242266552,-0.2422286747825157,2.4815600563339895,0.9311765999835105,1.2359940945775003,0.7391210939244954,-0.2577692503396351,-0.4768742640435066,-0.9137764450159572,0.031863396442000674,-3.0433447325067733,-0.48663023412723044,-0.032052101550627675,-1.3965009259177998,-1.0727805981705216,0.40419347735025923,0.6058251043851848,0.31107134312366863,0,24.17,online,US,USR_039,2025-01-01T09:03:29,MCH_07
